0.00000	0.00000	0.00000
0.00471	0.00000	0.01098
0.00941	0.00000	0.02196
0.01412	0.00000	0.03294
0.01882	0.00000	0.04392
0.02353	0.00000	0.05490
0.02824	0.00000	0.06588
0.03294	0.00000	0.07686
0.03765	0.00000	0.08784
0.04235	0.00000	0.09882
0.04706	0.00000	0.10980
0.05176	0.00000	0.12078
0.05647	0.00000	0.13176
0.06118	0.00000	0.14275
0.06588	0.00000	0.15373
0.07059	0.00000	0.16471
0.07529	0.00000	0.17569
0.08000	0.00000	0.18667
0.08471	0.00000	0.19765
0.08941	0.00000	0.20863
0.09412	0.00000	0.21961
0.09882	0.00000	0.23059
0.10353	0.00000	0.24157
0.10824	0.00000	0.25255
0.11294	0.00000	0.26353
0.11765	0.00000	0.27451
0.12235	0.00000	0.28549
0.12706	0.00000	0.29647
0.13176	0.00000	0.30745
0.13647	0.00000	0.31843
0.14118	0.00000	0.32941
0.14588	0.00000	0.34039
0.15059	0.00000	0.35137
0.15529	0.00000	0.36235
0.16000	0.00000	0.37333
0.16471	0.00000	0.38431
0.16941	0.00000	0.39529
0.17412	0.00000	0.40627
0.17882	0.00000	0.41725
0.18353	0.00000	0.42824
0.18824	0.00000	0.43922
0.19294	0.00000	0.45020
0.19765	0.00000	0.46118
0.20235	0.00000	0.47216
0.20706	0.00000	0.48314
0.21176	0.00000	0.49412
0.21647	0.00000	0.50510
0.22118	0.00000	0.51608
0.22588	0.00000	0.52706
0.23059	0.00000	0.53804
0.23529	0.00000	0.54902
0.24000	0.00000	0.56000
0.24471	0.00000	0.57098
0.24941	0.00000	0.58196
0.25412	0.00000	0.59294
0.25882	0.00000	0.60392
0.26353	0.00000	0.61490
0.26824	0.00000	0.62588
0.27294	0.00000	0.63686
0.27765	0.00000	0.64784
0.28235	0.00000	0.65882
0.28706	0.00000	0.66980
0.29176	0.00000	0.68078
0.29647	0.00000	0.69176
0.30275	0.00078	0.69725
0.31373	0.00392	0.68627
0.32471	0.00706	0.67529
0.33569	0.01020	0.66431
0.34667	0.01333	0.65333
0.35765	0.01647	0.64235
0.36863	0.01961	0.63137
0.37961	0.02275	0.62039
0.39059	0.02588	0.60941
0.40157	0.02902	0.59843
0.41255	0.03216	0.58745
